Year,Stage,Host-Country,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,MatchID
2022,Round of 16,Qatar,Portugal,6,1,Switzerland,,
2022,Round of 16,Qatar,Japan,1,1,Croatia,"Croatia won on penalty kicks following extra time, 3-1",
2022,Round of 16,Qatar,Brazil,4,1,Korea Republic,,
2022,Round of 16,Qatar,France,3,1,Poland,,
2022,Round of 16,Qatar,England,3,0,Senegal,,
2022,Round of 16,Qatar,Netherlands,3,1,United States,,
2022,Round of 16,Qatar,Argentina,2,1,Australia,,
2022,Group stage,Qatar,Korea Republic,2,1,Portugal,,
2022,Group stage,Qatar,Ghana,0,2,Uruguay,,
2022,Group stage,Qatar,Cameroon,1,0,Brazil,,
2022,Group stage,Qatar,Serbia,2,3,Switzerland,,
2022,Group stage,Qatar,Canada,1,2,Morocco,,
2022,Group stage,Qatar,Croatia,0,0,Belgium,,
2022,Group stage,Qatar,Costa Rica,2,4,Germany,,
2022,Group stage,Qatar,Japan,2,1,Spain,,
2022,Group stage,Qatar,Australia,1,0,Denmark,,
2022,Group stage,Qatar,Tunisia,1,0,France,,
2022,Group stage,Qatar,Saudi Arabia,1,2,Mexico,,
2022,Group stage,Qatar,Poland,0,2,Argentina,,
2022,Group stage,Qatar,Ecuador,1,2,Senegal,,
2022,Group stage,Qatar,Netherlands,2,0,Qatar,,
2022,Group stage,Qatar,IR Iran,0,1,United States,,
2022,Group stage,Qatar,Wales,0,3,England,,
2022,Group stage,Qatar,Cameroon,3,3,Serbia,,
2022,Group stage,Qatar,Korea Republic,2,3,Ghana,,
2022,Group stage,Qatar,Brazil,1,0,Switzerland,,
2022,Group stage,Qatar,Portugal,2,0,Uruguay,,
2022,Group stage,Qatar,Japan,0,1,Costa Rica,,
2022,Group stage,Qatar,Belgium,0,2,Morocco,,
2022,Group stage,Qatar,Croatia,4,1,Canada,,
2022,Group stage,Qatar,Spain,1,1,Germany,,
2022,Group stage,Qatar,Tunisia,0,1,Australia,,
2022,Group stage,Qatar,Poland,2,0,Saudi Arabia,,
2022,Group stage,Qatar,France,2,1,Denmark,,
2022,Group stage,Qatar,Argentina,2,0,Mexico,,
2022,Group stage,Qatar,Wales,0,2,IR Iran,,
2022,Group stage,Qatar,Qatar,1,3,Senegal,,
2022,Group stage,Qatar,Netherlands,1,1,Ecuador,,
2022,Group stage,Qatar,England,0,0,United States,,
2022,Group stage,Qatar,Switzerland,1,0,Cameroon,,
2022,Group stage,Qatar,Uruguay,0,0,Korea Republic,,
2022,Group stage,Qatar,Portugal,3,2,Ghana,,
2022,Group stage,Qatar,Brazil,2,0,Serbia,,
2022,Group stage,Qatar,Morocco,0,0,Croatia,,
2022,Group stage,Qatar,Germany,1,2,Japan,,
2022,Group stage,Qatar,Spain,7,0,Costa Rica,,
2022,Group stage,Qatar,Belgium,1,0,Canada,,
2022,Group stage,Qatar,Argentina,1,2,Saudi Arabia,,
2022,Group stage,Qatar,Denmark,0,0,Tunisia,,
2022,Group stage,Qatar,Mexico,0,0,Poland,,
2022,Group stage,Qatar,France,4,1,Australia,,
2022,Group stage,Qatar,England,6,2,IR Iran,,
2022,Group stage,Qatar,Senegal,0,2,Netherlands,,
2022,Group stage,Qatar,United States,1,1,Wales,,
2022,Group stage,Qatar,Qatar,0,2,Ecuador,,
2018,Final,Russia,France,4,2,Croatia,,
2018,Third-place match,Russia,Belgium,2,0,England,,
2018,Semi-finals,Russia,Croatia,2,1,England,Required Extra Time,
2018,Semi-finals,Russia,France,1,0,Belgium,,
2018,Quarter-finals,Russia,Sweden,0,2,England,,
2018,Quarter-finals,Russia,Russia,2,2,Croatia,"Croatia won on penalty kicks following extra time, 4-3",
2018,Quarter-finals,Russia,Uruguay,0,2,France,,
2018,Quarter-finals,Russia,Brazil,1,2,Belgium,,
2018,Round of 16,Russia,Sweden,1,0,Switzerland,,
2018,Round of 16,Russia,Colombia,1,1,England,"England won on penalty kicks following extra time, 4-3",
2018,Round of 16,Russia,Brazil,2,0,Mexico,,
2018,Round of 16,Russia,Belgium,3,2,Japan,,
2018,Round of 16,Russia,Spain,1,1,Russia,"Russia won on penalty kicks following extra time, 4-3",
2018,Round of 16,Russia,Croatia,1,1,Denmark,"Croatia won on penalty kicks following extra time, 3-2",
2018,Round of 16,Russia,France,4,3,Argentina,,
2018,Round of 16,Russia,Uruguay,2,1,Portugal,,
2018,Group stage,Russia,Japan,0,1,Poland,,
2018,Group stage,Russia,Senegal,0,1,Colombia,,
2018,Group stage,Russia,England,0,1,Belgium,,
2018,Group stage,Russia,Panama,1,2,Tunisia,,
2018,Group stage,Russia,Korea Republic,2,0,Germany,,
2018,Group stage,Russia,Mexico,0,3,Sweden,,
2018,Group stage,Russia,Switzerland,2,2,Costa Rica,,
2018,Group stage,Russia,Serbia,0,2,Brazil,,
2018,Group stage,Russia,Australia,0,2,Peru,,
2018,Group stage,Russia,Denmark,0,0,France,,
2018,Group stage,Russia,Iceland,1,2,Croatia,,
2018,Group stage,Russia,Nigeria,1,2,Argentina,,
2018,Group stage,Russia,Saudi Arabia,2,1,Egypt,,
2018,Group stage,Russia,Uruguay,3,0,Russia,,
2018,Group stage,Russia,Spain,2,2,Morocco,,
2018,Group stage,Russia,IR Iran,1,1,Portugal,,
2018,Group stage,Russia,England,6,1,Panama,,
2018,Group stage,Russia,Japan,2,2,Senegal,,
2018,Group stage,Russia,Poland,0,3,Colombia,,
2018,Group stage,Russia,Belgium,5,2,Tunisia,,
2018,Group stage,Russia,Korea Republic,1,2,Mexico,,
2018,Group stage,Russia,Germany,2,1,Sweden,,
2018,Group stage,Russia,Brazil,2,0,Costa Rica,,
2018,Group stage,Russia,Nigeria,2,0,Iceland,,
2018,Group stage,Russia,Serbia,1,2,Switzerland,,
2018,Group stage,Russia,Denmark,1,1,Australia,,
2018,Group stage,Russia,France,1,0,Peru,,
2018,Group stage,Russia,Argentina,0,3,Croatia,,
2018,Group stage,Russia,Portugal,1,0,Morocco,,
2018,Group stage,Russia,Uruguay,1,0,Saudi Arabia,,
2018,Group stage,Russia,IR Iran,0,1,Spain,,
2018,Group stage,Russia,Colombia,1,2,Japan,,
2018,Group stage,Russia,Poland,1,2,Senegal,,
2018,Group stage,Russia,Russia,3,1,Egypt,,
2018,Group stage,Russia,Sweden,1,0,Korea Republic,,
2018,Group stage,Russia,Belgium,3,0,Panama,,
2018,Group stage,Russia,Tunisia,1,2,England,,
2018,Group stage,Russia,Costa Rica,0,1,Serbia,,
2018,Group stage,Russia,Germany,0,1,Mexico,,
2018,Group stage,Russia,Brazil,1,1,Switzerland,,
2018,Group stage,Russia,France,2,1,Australia,,
2018,Group stage,Russia,Argentina,1,1,Iceland,,
2018,Group stage,Russia,Peru,0,1,Denmark,,
2018,Group stage,Russia,Croatia,2,0,Nigeria,,
2018,Group stage,Russia,Egypt,0,1,Uruguay,,
2018,Group stage,Russia,Morocco,0,1,IR Iran,,
2018,Group stage,Russia,Portugal,3,3,Spain,,
2018,Group stage,Russia,Russia,5,0,Saudi Arabia,,
